firstName,middleName,lastName,nameNick,pos,weight,height,birthDate
Ansley,Hoover,Truitt,,C,81,215,1950-08-24
Cezary,,Trybanski,,C,86,240,1979-09-22
John,Mark,Tschogl,,F,78,206,1950-04-25
Nikoloz,,Tskitishvili,,F,84,225,1983-04-14
Anthony,Glenn,Tucker,,F,80,220,1969-04-04
Ronny,,Turiaf,,F,82,249,1983-01-13
Mirsad,,Turkcan,,F,81,216,1976-06-07
Andre,D.,Turner,,G,71,160,1964-12-13
Elston,Howard,Turner,,G-F,77,190,1959-06-10
Evan,Marcel,Turner,,G-F,79,205,1988-10-27
Henry,,Turner,,G-F,79,200,1966-08-18
John,L.,Turner,,F,80,245,1967-11-30
Wayne,Keon,Turner,,G,74,185,1976-03-22
Dave,John,Twardzik,Pinball,G,73,175,1950-09-20
Jeremy,,Tyler,,F-C,82,260,1991-06-21
Terry,Christopher,Tyler,,F-G,79,215,1956-10-30
Edwin,,Ubiles,,F-G,78,204,1986-11-26
Ime,,Udoka,,G-F,78,215,1977-08-09
Beno,,Udrih,,G,75,203,1982-07-05
Kelvin,Parnell,Upshaw,,G,74,180,1963-01-24
Darnell,Terrell,Valentine,,G,73,183,1959-02-03
Ronnie,L.,Valentine,Ron,F,79,210,1957-11-27
John,Stephen,Vallely,,G,75,180,1948-10-03
Jan,Michael,Van Breda Kolff,V.B.K.,F-G,79,195,1951-12-16
Logan,,Vander Velden,,F,80,215,1971-04-03
Keith,Adam,Van Horn,,F,81,220,1975-10-23
David,,Vanterpool,,G-F,77,195,1973-03-31
Dennis,,Van Zant,,F,81,210,1952-06-01
David,,Vaughn,,C,83,220,1952-06-04
David,,Vaughn,,F-C,81,240,1973-03-23
Jacque,,Vaughn,,G,72,190,1975-02-11
Loy,Stephen,Vaught,,F,81,230,1968-02-27
Virgil,V.,Vaughn,,F-C,76,205,1918-05-15
Jan,,Vesely,,F,83,240,1990-04-24
Gundars,,Vetra,,F,78,195,1967-05-22
Joao,Jose,Vianna,Joao Jose,F,81,215,1966-11-15
Charlie,Alexander,Villanueva,,F,83,240,1984-08-24
Jay,Fletcher,Vincent,,F,79,220,1959-06-10
Claude,Felton,Virden,,F,77.5,195,1947-11-25
Gary,Anthony,Voce,,F,81,240,1965-11-24
Floyd,W.,Volker,,F-C,76,205,1921-06-21
Alexander,,Volkov,Sasha,F,81,218,1964-03-29
Brett,Grant,Vroman,,C,84,220,1955-12-25
Nikola,,Vucevic,,C,84,240,1990-10-24
Dwyane,Tyrone,Wade,,G,76,210,1982-01-17
Mark,A.,Wade,,G,71,160,1965-10-15
Dajuan,Marquett,Wagner,,G,75,200,1983-02-04
Granville,S.,Waiters,,C,83,225,1961-01-08
Andre,,Wakefield,,G,74.5,175,1955-01-11
Antoine,Devon,Walker,,F,80,224,1976-08-12
Brady,W.,Walker,,F-C,78,205,1921-03-15
Darrell,,Walker,,G,76,180,1961-03-09
Kemba,Hudley,Walker,,G,77,205,1990-05-08
Samaki,Ijuma,Walker,,F,81,240,1976-02-25
Neal,Eugene,Walk,,C,82,220,1948-07-29
Ben,Camey,Wallace,,F,81,240,1974-09-10
Gerald,Jermaine,Wallace,,F,79,215,1982-07-23
John,,Wallace,,F,80,225,1974-02-09
Rasheed,Abdul,Wallace,,F-C,82,225,1974-09-17
Dwight,,Waller,,F,78,220,1945-10-05
Jamie,Antonio,Waller,,G,76,215,1964-11-20
Rex,Andrew,Walters,,G,76,190,1970-03-12
Paul,G.,Walther,Lefty,G-F,74,160,1927-03-23
Lloyd,,Walton,"Little Bit, Speedy",G,72,160,1953-11-23
Luke,Theodore,Walton,,F,80,235,1980-03-28
Charlie,,Ward,,G,74,190,1970-10-12
Henry,Lorette,Ward,,G-F,76,195,1952-01-30
Cornell,,Warner,Memphis,F-C,81,220,1948-08-12
John,,Warren,Johnny,G-F,75,180,1947-07-07
Willie,D.,Warren,,G,76,203,1989-10-22
Bryan,Anthony,Warrick,,G,77,195,1959-07-22
Hakim,Hanif,Warrick,,F,81,219,1982-07-08
Duane,E.,Washington,,G,74,195,1964-08-31
Eric,Maurice,Washington,,G,76,190,1974-03-23
Kermit,Alan,Washington,Special K,F-C,80,230,1951-09-17
Richard,Lee,Washington,,F-C,82,220,1955-07-15
Wilson,,Washington,,F-C,81,227,1955-08-03
Earl,Joseph,Watson,,G,72,184,1979-06-12
Jamie,Lovell,Watson,,F,79,190,1972-02-23
Clarence,,Weatherspoon,"Baby Barkley, Spoon",F,78,240,1970-09-08
Nick,Levoter,Weatherspoon,Spoon,F,79,195,1950-07-20
Marcus,L.,Webb,,F-C,81,255,1970-05-09
Elnardo,,Webster,,F,77,190,1948-03-06
Marvin,Nathaniel,Webster,"The Human Eraser, Marvin the Magnificent",C,85,225,1952-04-13
Martell,,Webster,,F-G,79,210,1986-12-04
Scott,Dean,Wedman,,F-G,79,215,1952-07-29
Brant,Clifford,Weidner,,F,81,230,1960-10-28
Owen,,Wells,,F,79,200,1950-12-09
Ralph,E.,Wells,,G,73,180,1940-09-03
Jiri,,Welsch,,G,79,208,1980-01-27
Robert,,Werdann,,C,83,250,1970-09-12
David,Barakau,Wesley,,G,72,190,1970-11-14
David,Moorer,West,,F,81,240,1980-08-29
Delonte,,West,,G,76,180,1983-07-26
Jerry,Alan,West,"Mr. Clutch, Zeke from Cabin Creek",G-F,74,175,1938-05-28
Mark,Andre,West,,C-F,82,226,1960-11-05
Paul,Douglas,Westphal,Westy,G,76,192,1950-11-30
Roland,D.,West,,G,76,175,1944-06-06
John,Francis,Wetzel,,G-F,77,183,1944-10-22
Robert,Antawon,Whaley,Big Rob,C,82,260,1982-04-16
Ennis,,Whatley,,G,75,175,1962-08-11
DeJuan,Shontez,Wheat,,G,72,165,1973-10-14
Clinton,,Wheeler,,G,73,185,1959-10-27
Tyson,Aaron,Wheeler,,G,70,165,1975-10-08
Donald,,Whiteside,,G,70,160,1969-04-25
Eric,Lance,White,,F,80,200,1965-12-30
Hassan,Niam,Whiteside,,C,84,235,1989-06-13
Jahidi,,White,,F-C,81,290,1976-02-19
James,William,White,,G-F,79,200,1982-10-21
Jerome,Clay,Whitehead,,C-F,82,220,1956-09-30
Randy,,White,Bird,F,80,240,1967-11-04
Rory,Wilbur,White,,F,80,210,1959-08-16
Rodney,Charles,White,,F,81,238,1980-06-28
Tony,F.,White,,G,74,170,1965-02-15
Willie,,White,,G,75,195,1962-08-20
Dwayne,,Whitfield,,F,81,240,1972-08-21
Sidney,,Wicks,,F-C,80,225,1949-09-19
Murray,Neal,Wier,"Rampaging Redhead, Wizard Wier",G,69,155,1926-12-12
Mitchell,Lee,Wiggins,,G,76,185,1959-09-28
Chris,Ray,Wilcox,,F,82,221,1982-08-03
D.C.,,Wilcutt,Dixie,G,74,160,1923-03-25
Michael,Anthony,Wiley,,F,81,200,1957-10-16
Morlon,David,Wiley,,G,76,185,1966-09-24
Jamaal,Abdul-Lateef,Wilkes,"Silk, Keith",F-G,78,190,1953-05-02
James,Robert,Wilkes,,F,79,195,1958-03-12
Dale,Wayne,Wilkinson,,F,82,220,1960-03-18
Damien,Lamont,Wilkins,,F,78,225,1980-01-11
Gerald,Bernard,Wilkins,"Dougie, Doug E. Fresh",G-F,78,185,1963-09-11
Aaron,,Williams,,F-C,81,218,1971-10-02
Alvin,Leon,Williams,,G,77,185,1974-08-06
Brandon,,Williams,,G,78,215,1975-02-27
Charles,E.,Williams,"Charlie, Toothpick",G,72,165,1943-09-05
Corey,,Williams,,G,74,190,1970-04-24
Corliss,Mondari,Williamson,Big Nasty,F,79,245,1973-12-04
Derrick,,Williams,,F,80,241,1991-05-25
Earl,,Williams,The Twirl,C-F,79,230,1951-03-24
Elliot,Jerell,Williams,,G,77,180,1989-06-20
Eric,C.,Williams,,F,80,220,1972-07-17
Freeman,,Williams,,G-F,76,190,1956-05-15
Frank,Lowell,Williams,,G,75,205,1980-02-25
Gus,,Williams,The Wizard,G,74,175,1953-10-10
Guy,Bernard,Williams,,F,81,200,1960-07-01
Jayson,,Williams,,F-C,81,240,1968-02-22
Jason,Chandler,Williams,"White Chocolate, Spring Break",G,73,190,1975-11-18
Jerome,,Williams,,F,81,206,1973-05-10
John,Lee,Williamson,Super John,G,74,185,1951-11-10
John,Sam,Williams,Rock,F-C-G,80,235,1966-10-26
Jordan,,Williams,,F,82,260,1990-10-11
Justin,Dennis,Williams,,F,82,230,1984-05-12
Kevin,Eugene,Williams,,G,74,175,1961-09-11
Kevin,Alvin,Willis,"Devo, Fresh",F-C,84,220,1962-09-06
Lorenzo,,Williams,"Lo, Zo",F-C,81,200,1969-07-15
Louis,,Williams,,G,74,175,1986-10-27
Maurice,,Williams,Mo,G,73,185,1982-12-19
Marvin,Gaye,Williams,,F,81,230,1986-06-19
Marcus,Darell,Williams,,G,75,205,1985-12-03
Reggie,,Williams,Silk,F-G,79,190,1964-03-05
Scott,Christopher,Williams,Tank,C-F,82,230,1968-03-21
Shammond,Omar,Williams,Schoolboy,G,73,201,1975-04-05
Shelden,DeMar,Williams,,F,81,250,1983-10-21
Shawne,Brian,Williams,,F,81,225,1986-02-16
Travis,,Williams,,F,78,215,1969-05-27
Ward,M.,Williams,,F,76,195,1923-06-26
Willie,Earl,Williams,,F,79,198,1946-07-28
Dedric,Demond,Willoughby,,G-F,75,180,1974-05-27
George,,Wilson,Jiff,C,80,215,1942-05-09
Isaiah,,Wilson,Bunny,G,74,175,1948-05-31
Jasper,,Wilson,,F,78,200,1947-07-12
Nikita,Franciscus,Wilson,,F,80,200,1964-02-25
Ricky,,Wilson,Rick,G,75,195,1964-07-16
Trevor,,Wilson,,F,79,210,1968-03-16
Kennard,Norman,Winchester,,G-F,77,210,1966-09-03
Tony,John,Windis,,G,73,160,1933-01-27
John,T.,Windsor,,F,80,215,1940-04-03
David,Grover Stacey,Wingate,,G-F,77,185,1963-12-15
Dontonio,,Wingfield,,F,80,256,1974-06-23
Harthorne,Nathaniel,Wingo,Wingy,F,78,210,1947-09-09
Rickie,O'Neal,Winslow,,F,80,223,1964-07-26
Brian,Joseph,Winters,B,G-F,76,185,1952-03-01
Trevor,,Winter,,C,84,275,1974-01-07
Voise,Lee,Winters,,F,80,200,1962-10-12
Willie,M.,Wise,Wondrous Willie,F,77,210,1947-03-03
Randy,Scott,Wittman,,G-F,78,210,1959-10-28
Ruben,,Wolkowyski,Colo,F,82,270,1973-09-30
David,Leroy,Wood,,F,80,227,1964-11-30
Loren,Gerard,Woods,,C,85,245,1978-06-21
Qyntel,Deon,Woods,,F-G,80,221,1981-02-16
Orlando,Vernada,Woolridge,O,F,81,215,1959-12-16
Haywoode,Wilvon,Workman,,G,74,180,1966-01-23
Mark,Cecil,Workman,,F-C,81,215,1930-03-10
Willie,James,Worsley,,G,69,175,1945-11-13
James,Ager,Worthy,Big Game James,F,81,225,1961-02-27
Antoine,Domonick,Wright,,F-G,79,210,1984-02-06
Bracey,,Wright,,G,75,210,1984-07-01
Chris,,Wright,,F,80,226,1988-09-30
Dorell,,Wright,,F,79,210,1985-12-02
Howard,Gregory,Wright,,F,80,220,1967-12-20
Larry,Glenn,Wright,,G,72.5,160,1954-11-23
Lorenzen,Vern-Gagne,Wright,The Howl,F-C,83,225,1975-11-04
Luther,A.,Wright,Lou Bee,C,86,270,1971-09-22
Sharone,Addaryl,Wright,,F-C,83,260,1973-01-30
Dennis,Mark,Wuycik,,F,77,204,1950-03-29
A.J.,,Wynder,Jeff,G,74,180,1964-09-11
Vincent,Raymond,Yarbrough,,G-F,79,210,1981-03-21
George,Harry,Yardley,Bird,F-G,77,190,1928-11-03
Barry,,Yates,,F,79,215,1946-01-30
Wayne,E.,Yates,,C,80,230,1937-11-07
Danny,Richardson,Young,,G,75,175,1962-07-26
Michael,Wayne,Young,,F-G,79,220,1961-01-02
Perry,,Young,,G,77,210,1963-08-04
Tim,Aaron,Young,,C,84,262,1976-02-06
Max,,Zaslofsky,"Slats, The Touch",G-F,74,170,1925-12-07
Gary,Lynn,Zeller,,G,75,205,1947-11-20
Harry,Raymond,Zeller,Hank,C-F,76,210,1918-07-10
Phil,,Zevenbergen,,C-F,82,230,1964-04-13
Jim,,Zoet,,C,85,240,1953-12-20
Julius,Shareef,Abdur-Rahim,"Shareef, Reef",F,81,225,1976-12-11
Thomas,Craig,Abernethy,Tom,F,79,220,1954-05-06
Donald,D.,Ackerman,Buddy,G,72,183,1930-09-04
Charles,R.,Acton,Bud,F,78,210,1942-01-11
Donald,L.,Adams,Don,F,78,210,1947-11-27
Richard,Leonard,Adelman,Rick,G,73,175,1946-06-16
Daniel,Ray,Ainge,Danny,G-F,76,175,1959-03-17
Matthew,Alexander,Aitch,Matt,F,79,230,1944-09-21
Makafan,Solomon,Alabi,Solomon,C,85,251,1988-03-21
Charles,,Aleksinas,Chuck,C,83,260,1959-02-26
Stephen,Todd,Alford,Steve,G,74,183,1964-11-23
Robert,J.,Allen,Bob,F,81,205,1946-07-17
James,Randall,Allen,Randy,F,80,220,1965-01-26
Walter,Ray,Allen,Ray,G,77,205,1975-07-20
Anthony,,Allen,Tony,G,76,213,1982-01-11
Andrew,Emil,Anderson,Andy,G,74,184,1945-07-06
Robert,H.,Anderegg,Bob,F-G,75,200,1937-08-24
Clifford,V.,Anderson,Cliff,G-F,74,200,1944-09-07
Daniel,W.,Anderson,Dan,C,82,230,1943-02-15
Gregory,Wayne,Anderson,"Greg, Cadillac",F-C,82,230,1964-06-22
Mitchell,Keith,Anderson,J.J.,F,80,195,1960-09-23
Kenneth,,Anderson,Kenny,G,72,168,1970-10-09
Keith,Kim,Anderson,Kim,F,79,200,1955-05-12
Nelison,,Anderson,Nick,F-G,78,205,1968-01-20
Ronald,Gene,Anderson,Ron,F-G,79,215,1958-10-15
Walter,Charles,Anderzunas,Wally,C-F,79,220,1946-01-11
Donald,Robert,Anielak,"Don, Moose",F,79,190,1930-11-01
Christopher,John,Anstey,Chris,C,84,249,1975-01-01
Gregory,Carleton,Anthony,"Greg, G-Money",G,72,176,1967-11-15
Nathaniel,,Archibald,"Nate, Tiny",G,73,150,1948-09-02
Jimmie,Lee,Ard,Jim,F-C,80,215,1948-09-19
Joseph,,Arlauckas,Joe,F-C,81,230,1965-07-20
Benjamin,Roy,Armstrong,"B.J., The Kid",G,74,175,1967-09-09
T.,Robert,Armstrong,Bob,C-F,80,220,1933-06-17
Paul,Carlyle,Armstrong,Curly,G-F,71,170,1918-11-01
Michel,Taylor,Armstrong,Tate,G,74,175,1955-10-05
Hugh,Jesse,Arnelle,Jesse,F,77,220,1933-12-30
Robert,Louis,Arnzen,Bob,F,77,205,1947-11-03
Donald,A.,Asmonga,Don,G,74,185,1928-02-15
Richard,E.,Atha,Dick,G,74,190,1931-09-21
Kenneth,Lavon,Atkins,Chucky,G,71,160,1974-08-14
Alvin,A.,Attles,"Al, Destroyer",G,72,175,1936-11-07
John,W.,Austin,Johnny,G,72,170,1944-08-31
William,Rodney,Averitt,Bird,G,73,170,1952-07-22
John,William,Bach,Johnny,F-G,74,180,1924-07-10
William,Henry,Bacon,Henry,G,75,205,1948-07-05
James,Edward,Baechtold,Jim,F-G,76,205,1927-12-09
Augustus,,Bailey,Gus,G-F,77,185,1951-02-18
John,Garfield,Bailey,Toby,G,78,213,1975-11-19
Norman,Henry,Baker,"Norm, The Swede",G,72,180,1923-02-17
Vincent,Lamont,Baker,Vin,F,82.5,232,1971-11-23
Gregory,,Ballard,Greg,F,79,215,1955-01-29
Eugene,Lavon,Banks,"Gene, Tinkerbell",F-G,79,215,1959-05-15
Arthur,LeMarcus,Banks,Marcus,G,74,200,1981-11-19
Kenneth,Darnell,Bannister,"Ken, The Animal",F-C,81,235,1960-04-01
Michael,Allen,Bantom,Mike,F-C,81,200,1951-12-03
Stephen,Dean,Bardo,Steve,G,77,190,1968-04-05
Clifford,Eugene,Barker,Cliff,G,74,185,1921-01-15
Thomas,Kevin,Barker,Tom,C-F,83,225,1955-03-11
Donald,Argee,Barksdale,,F-C,78,200,1923-03-31
Richard,,Barnett,"Dick, Skull, Fall Back Baby",G-F,76,190,1936-10-02
Velvet,James,Barnes,"Jim, Bad News",C-F,80,210,1941-04-13
James,Franklin,Barnett,Jim,G-F,76,170,1944-07-07
Nathaniel,,Barnett,Nate,G,75,175,1953-01-29
Michael,Thomas,Barrett,"Mike, Bird Man",G,74,155,1943-09-05
Michael,J.,Barr,Mike,G,75,180,1950-10-19
Thomas,L.,Barr,Moe,G,76,195,1944-06-19
Richard,Francis  Dennis,Barry,Rick,F,79,205,1944-03-28
Edward,John,Bartels,Ed,F,77,195,1925-10-08
Victor,,Bartolome,Vic,C,84,230,1948-09-29
Edward,Richard,Basden,Eddie,G,77,215,1983-02-15
Eugene,Timothy,Bassett,Tim,F-C,80,225,1951-04-01
Billy,Ray,Bates,"Billy Ray, Dunk",G,76,210,1956-05-31
Michael,James,Batiste,Mike,F,80,225,1977-11-21
Demetrius,Antonio,Battie,Tony,C-F,83,230,1976-02-11
Kenneth,R.,Battle,Kenny,F,78,210,1964-10-10
David,Robert,Batton,Dave,C,82,240,1956-03-26
Frank,Conrad,Baumholtz,Frankie,G,70,170,1918-10-07
John,,Baum,Johnny,F,77,200,1946-06-17
Edward,Leon,Beach,Ed,F,75,200,1929-01-25
Albert,,Beard,Al,C,81,200,1942-04-27
Alfred,,Beard,Butch,G,75,185,1947-05-04
Charles,P.,Beasley,Charlie,G-F,77,190,1945-09-23
A.,Byron,Beck,Byron,C-F,81,225,1945-01-25
Arthur,C.,Becker,"Art, Beck",F,78.5,205,1942-01-12
Morris,R.,Becker,Moe,G-F,73,185,1917-02-24
Ernest,Joseph,Beck,Ernie,G-F,76,190,1931-12-11
Robert,George,Bedell,Bob,F,79,205,1944-06-26
Henry,G.,Beenders,Hank,C-F,77.5,185,1916-06-02
Ronald,Michael,Behagen,Ron,F-C,81,185,1951-01-14
Walter,Jones,Bellamy,"Walt, Bells",C,82.5,225,1939-07-24
William,Hoyet,Bell,"Whitey, Popeye",G,72,174,1932-09-13
Irving,,Bemoras,Irv,F-G,75,185,1930-11-18
Lenard,Benoit,Benjamin,"Benoit, Big Ben",C,84,250,1964-11-22
Melvin,P.,Bennett,Mel,F,79,200,1955-01-04
Willis,,Bennett,Spider,G,75,190,1943-08-04
Anthony,Guy,Bennett,Tony,G,72,175,1969-06-01
Michael,Kent,Benson,"Kent, Benny",C,82,235,1954-12-27
Eugene,D.,Berce,Gene,G-F,71,175,1926-11-22
Delmer,,Beshore,Del,G,71,165,1956-11-29
Wesley,John,Bialosuknia,"Wes, Poughkeepsie Popper",G,74,185,1945-06-08
Alfred,A.,Bianchi,Al,G,75,185,1932-03-26
Henry,Arcado,Biasatti,Hank,G,71,175,1922-01-14
Charles,Henry,Bibby,Henry,G,73,185,1949-11-24
Michael,,Bibby,Mike,G,73,190,1978-05-13
Edward,Joseph,Biedenbach,"Ed, Eddie",G,73,175,1945-08-12
Robert,S.,Bigelow,Bob,F-G,79,215,1953-12-26
David,,Bing,Dave,G,75,180,1943-11-24
Robert,Gale,Bishop,Gale,F,75,195,1922-06-04
Robert,Alexander,Blackwell,Alex,F,78,250,1970-06-27
Charles,Bradford,Black,"Charlie, Hawk",F-C,76,195,1921-06-15
Nathaniel,,Blackwell,Nate,G,76,170,1965-02-15
Thomas,Donald,Black,Tom,C,82,220,1941-07-09
Steven,Hanson,Blake,Steve,G,75,172,1980-02-26
William,Anthony,Blalock,Will,G,72,205,1983-09-08
Daron,Oshay,Blaylock,Mookie,G,72,180,1967-03-20
Meyer,,Bloom,Mike,F-C,78,190,1915-01-14
Bernard,Ray,Blume,Ray,G,76,185,1958-09-23
Arlen,Dale,Bockhorn,Bucky,G,76,200,1933-07-08
Thomas,F.,Boerwinkle,"Tom, The Bull",C,84,265,1945-08-23
Tyrone,Curtis,Bogues,Muggsy,G,63,136,1965-01-09
William,J.,Bolger,Bill,F,77,205,1931-08-21
F.,Douglas,Bolstorff,Doug,G,76,195,1931-10-29
Phillip,Damone,Bond,Phil,G,74,175,1954-07-27
Ronald,D.,Bonham,"Ron, Muncie Mortar",F,76.5,192,1942-05-31
Matthew,Robert,Bonner,Matt,F,82,240,1980-04-05
Harold,,Booker,"Hal, Butch",C,82,230,1945-07-20
Oscar,Joshua,Boone,Josh,F-C,82,237,1984-11-21
Ronald,Bruce,Boone,,G-F,74,200,1946-09-06
Robert,Lewis,Boozer,"Bob, Bullet Bob, Big Bob, Coot",F,80,215,1937-04-26
Jacob,,Bornheimer,Jake,F-C,77,200,1927-06-29
Costic,F.,Borsavage,Ike,C-F,80,220,1924-07-25
Vincent,Joseph,Boryla,"Vince, Moose",F,76.5,210,1927-03-11
Christopher,Wesson,Bosh,Chris,F,82,210,1984-03-02
James,,Bostic,Jim,F,79,225,1953-01-28
Lawrence,D.,Boston,Larry,F,80,225,1956-05-18
Tommy,G.,Boswell,Tom,F-C,79,220,1953-10-02
Donald,E.,Boven,Don,F-G-C,76,210,1925-03-06
James,Calloway,Bowdler,Cal,F,82,245,1977-03-31
Tommie,Lee,Bowens,Tom,F-C,79.5,220,1940-07-07
Samuel,Paul,Bowie,Sam,C-F,85,235,1961-03-17
Nathaniel,,Bowman,"Nate, The Snake, Nate the Skate",C,82,230,1943-03-19
Donald,Nathaniel,Boyce,"Donny, Donnie",G,77,195,1973-09-02
Fred,L.,Boyd,Freddie,G,74,180,1950-06-13
Stephen,Henry,Bracey,Steve,G,73,175,1950-08-01
William,Warren,Bradley,"Bill, Dollar Bill",F-G,77,205,1943-07-28
James,Arthur,Bradley,Jim,F,80,215,1952-03-16
Joseph,L.,Bradley,Joe,G,75,170,1928-09-24
Aaron,Jordan,Bramlett,A.J.,C,82,227,1977-01-10
Thomas,Terrell,Brandon,"Terrell, Tee Bee",G,71,173,1970-05-20
Bradley,Alexander,Branson,Brad,C-F,82,220,1958-09-24
Herman,Jesse,Branson,"Jesse, Jess",F,79,195,1942-01-07
James,J.,Brasco,Jim,G,73,170,1931-02-03
Michael,Louis,Bratz,Mike,G,74,185,1955-10-17
Timothy,,Breaux,Tim,F,78,215,1970-09-19
Ernest,,Bremer,J.R.,G,73,185,1980-09-19
Peter,Joseph,Brennan,Pete,F,78,190,1936-09-23
Thomas,F.,Brennan,Tom,F,75,195,1930-08-06
Randall,W.,Breuer,"Randy, Brew",C,87,230,1960-10-11
James,Turner,Brewer,"Jim, Brew, Papa",F-C,81,210,1951-12-03
Ronald,Charles,Brewer,"Ron, Boot",G,76,180,1955-09-16
Francis,Anthony,Brickowski,"Frank, Brick",F-C,81,240,1959-08-14
William,C.,Bridges,"Bill, Big Bill",F-C,77,228,1939-04-04
Ulysses,Lee,Bridgeman,"Junior, J.B., The Torch",F-G,77,210,1953-09-17
Horace,Albert,Brightman,Al,F,74,195,1923-09-22
Audley,,Brindley,Aud,F,76,175,1923-12-31
Michael,James,Brittain,Mike,C,84,235,1963-06-21
James,Riley,Brogan,Jim,G,76,185,1958-02-24
Michael,Anthony,Brooks,Mike,F,79,220,1958-08-17
Emery,Price,Brookfield,Price,F-G,76,185,1920-05-11
Robert,Edward,Brown,"Bob, Bobby",F,76,205,1923-11-12
Clarence,,Brown,"Chucky, Wild Thing",F,79,214,1968-02-29
Darrel,K.,Brown,,F,74,175,1923-03-14
DeCovan,Kadell,Brown,"Dee, Dee-lightful",G,73,160,1968-11-29
Daniel,,Brown,Dee,G,72,181,1984-08-17
James,,Browne,"Jim, Stretch",C,82,235,1930-01-01
Albert,Kedrick,Brown,Kedrick,F,79,222,1981-03-18
Lawrence,Harvey,Brown,Larry,G,69,160,1940-09-14
Michael,,Brown,"Mike, Bear",C-F,81,257,1963-07-19
Julian,Myron,Brown,Myron,G,74,180,1969-11-03
Collier,,Brown,"P.J., Big Cat",C-F,83,225,1969-10-14
Roger,William,Brown,,F-G,77,205,1942-05-22
Walter,Roger,Brown,Roger,C,83,225,1950-02-23
Stanley,,Brown,"Stan, Loady",F,75,200,1929-06-27
Anthony,William,Brown,Tony,F-G,75,185,1960-07-29
Joseph,Washington,Bryant,"Joe, Jellybean",F-C-G,81,185,1954-10-19
Joseph,,Buckhalter,"Joe, Jumpin' Joe",F,79,210,1937-08-01
Gregory,Derayle,Buckner,Greg,G,76,210,1976-09-16
William,Quinn,Buckner,"Quinn, Q.B.",G,75,190,1954-08-20
Steven,Lee,Bucknall,Steve,G,78,215,1966-03-17
David,L.,Budd,Dave,F,78,205,1938-10-28
Judson,Donald,Buechler,Jud,F-G,78,220,1968-06-19
Matthew,Gordon,Bullard,Matt,F,82,215,1967-06-05
Lawrence,Melvin,Bunce,Larry,C,84,240,1945-07-29
Darnell,Greg,Bunch,Greg,F,78,190,1956-05-15
Richard,J.,Bunt,Dick,G,72,170,1930-07-13
William,L.,Buntin,Bill,C-F,79,250,1942-05-05
William,Carl,Bunting,Bill,F-C,80,195,1947-08-26
Luther,D.,Burden,Ticky,G,74,185,1953-02-28
Patrick,John,Burke,Pat,F-C,83,250,1973-12-14
Tommy,Loren,Burleson,Tom,C,86,225,1952-02-24
John,H.,Burmaster,Jack,G,75,190,1926-12-23
James,B.,Burns,Jim,G,75,195,1945-09-21
Arthur,C.,Burris,Art,F,77,220,1924-04-07
Robert,Brantley,Burrow,"Bob, Tex",C-F,79,215,1934-06-29
Thomas,Harold,Burrough,Junior,F,80,242,1973-01-18
Edward,,Burton,Ed,F,78,225,1939-08-13
Steven,Dwayne,Burtt,Steve,G,74,185,1962-11-05
Donald,R.,Buse,"Don, Boo",G,76,190,1950-08-10
David,C.,Bustion,"Dave, Stretch",F,80,215,1949-08-30
Donnis,,Butcher,Donnie,G,74,200,1936-02-08
Elbert,J.,Butler,Al,G,74,175,1938-07-09
James,Caron,Butler,Caron,F,79,217,1980-03-13
Gregory,Edward,Butler,"Greg, G-Man",C,83,240,1966-03-11
Michael,Edward,Butler,Mike,G,74,170,1946-10-22
William,,Bynum,Will,G,72,185,1983-01-04
Martin,William,Byrnes,Marty,F,79,215,1956-04-30
Thomas,P.,Byrnes,Tommy,F-G,75,175,1923-02-19
Byrum,William,Cable,Barney,F,79,175,1935-07-29
Gerald,A.,Calabrese,Gerry,G,73,175,1925-02-04
James,W.,Caldwell,Jim,C,82,225,1943-01-28
William,C.,Calhoun,Bill,F-G,75,180,1927-11-04
David,L.,Calhoun,Corky,F,79,210,1950-11-01
Thomas,Francis,Callahan,Tom,G,73,180,1921-06-02
Ernest,A.,Calverley,Ernie,G,70,145,1924-01-30
Anthony,,Campbell,"Tony, Top Cat, T.C.",F-G,79,215,1962-05-07
Lawrence,T.,Cannon,Larry,G,76,195,1947-04-12
Howard,Hershey,Carl,"Howie, Hersh",G,69,160,1938-06-07
Chester,Gray,Carlisle,Chet,F-C,77,195,1916-11-02
Richard,Preston,Carlisle,Rick,G,77,207,1959-10-27
Alvin,Harold,Carlson,Al,C,83,235,1951-09-17
Robert,Lee,Carney,Bob,G,75,170,1932-08-03
Robert,M.,Carpenter,Bob,F-C,77,200,1917-11-06
Robert,Frederick,Carrington,Bob,G-F,78,195,1953-07-03
James,Darel,Carrier,Darel,G,75,185,1940-10-26
Kenneth,Alan,Carr,Kenny,F,79,220,1955-08-15
Michael,Leon,Carr,M.L.,F-G,78,205,1951-01-09
Joe,Barry,Carroll,"Joe Barry, J.B.",C-F,82,225,1958-07-24
Matthew,John,Carroll,Matt,G,78,212,1980-08-28
Clarence,Eugene,Carter,Butch,G,77,180,1958-06-11
Frederick,James,Carter,"Fred, Mad Dog",G-F,75,185,1945-02-14
John,Douglas,Carter,"Jake, Jack",F-C,76,195,1924-07-25
Reginald,,Carter,Reggie,G,75,169,1957-10-10
Ronald,,Carter,Ron,G,77,190,1956-08-31
